"Step","L1_D256_H16_M4_xisps_elastic_a1 - test/acc1_g2","L1_D256_H16_M4_xisps_elastic_a1 - test/acc1_g2__MIN","L1_D256_H16_M4_xisps_elastic_a1 - test/acc1_g2__MAX","L1_D256_H16_M4_xispsv2_elastic_a2 - test/acc1_g2","L1_D256_H16_M4_xispsv2_elastic_a2 - test/acc1_g2__MIN","L1_D256_H16_M4_xispsv2_elastic_a2 - test/acc1_g2__MAX","L1_D160_H16_M4_xisps_a1 - test/acc1_g2","L1_D160_H16_M4_xisps_a1 - test/acc1_g2__MIN","L1_D160_H16_M4_xisps_a1 - test/acc1_g2__MAX","L2_D384_H16_M4_xisps_a1 - test/acc1_g2","L2_D384_H16_M4_xisps_a1 - test/acc1_g2__MIN","L2_D384_H16_M4_xisps_a1 - test/acc1_g2__MAX","L2_D384_H16_M4_xispsv2_elastic_a2 - test/acc1_g2","L2_D384_H16_M4_xispsv2_elastic_a2 - test/acc1_g2__MIN","L2_D384_H16_M4_xispsv2_elastic_a2 - test/acc1_g2__MAX","L2_D384_H16_M4_xisps_elastic_a1 - test/acc1_g2","L2_D384_H16_M4_xisps_elastic_a1 - test/acc1_g2__MIN","L2_D384_H16_M4_xisps_elastic_a1 - test/acc1_g2__MAX","L1_D256_H16_M4_baseline - test/acc1_g2","L1_D256_H16_M4_baseline - test/acc1_g2__MIN","L1_D256_H16_M4_baseline - test/acc1_g2__MAX","L2_D384_H16_M4_baseline - test/acc1_g2","L2_D384_H16_M4_baseline - test/acc1_g2__MIN","L2_D384_H16_M4_baseline - test/acc1_g2__MAX","L1_D256_H16_M4_xisps_a1 - test/acc1_g2","L1_D256_H16_M4_xisps_a1 - test/acc1_g2__MIN","L1_D256_H16_M4_xisps_a1 - test/acc1_g2__MAX"
"58","89.23611111111111","89.23611111111111","89.23611111111111","79.51388888888889","79.51388888888889","79.51388888888889","72.91666666666667","72.91666666666667","72.91666666666667","77.08333333333333","77.08333333333333","77.08333333333333","80.90277777777777","80.90277777777777","80.90277777777777","73.61111111111111","73.61111111111111","73.61111111111111","79.51388888888889","79.51388888888889","79.51388888888889","81.59722222222223","81.59722222222223","81.59722222222223","86.45833333333333","86.45833333333333","86.45833333333333"
"59","85.41666666666667","85.41666666666667","85.41666666666667","85.76388888888889","85.76388888888889","85.76388888888889","84.02777777777777","84.02777777777777","84.02777777777777","70.48611111111111","70.48611111111111","70.48611111111111","69.44444444444444","69.44444444444444","69.44444444444444","85.06944444444444","85.06944444444444","85.06944444444444","92.01388888888889","92.01388888888889","92.01388888888889","84.72222222222223","84.72222222222223","84.72222222222223","88.54166666666667","88.54166666666667","88.54166666666667"
"60","80.20833333333333","80.20833333333333","80.20833333333333","87.84722222222223","87.84722222222223","87.84722222222223","85.76388888888889","85.76388888888889","85.76388888888889","77.43055555555556","77.43055555555556","77.43055555555556","87.5","87.5","87.5","74.30555555555556","74.30555555555556","74.30555555555556","91.66666666666667","91.66666666666667","91.66666666666667","88.88888888888889","88.88888888888889","88.88888888888889","84.02777777777777","84.02777777777777","84.02777777777777"
"61","83.33333333333333","83.33333333333333","83.33333333333333","78.125","78.125","78.125","79.86111111111111","79.86111111111111","79.86111111111111","75.34722222222223","75.34722222222223","75.34722222222223","79.16666666666667","79.16666666666667","79.16666666666667","76.04166666666667","76.04166666666667","76.04166666666667","88.88888888888889","88.88888888888889","88.88888888888889","82.63888888888889","82.63888888888889","82.63888888888889","82.98611111111111","82.98611111111111","82.98611111111111"
"62","87.5","87.5","87.5","78.125","78.125","78.125","86.11111111111111","86.11111111111111","86.11111111111111","65.625","65.625","65.625","88.54166666666667","88.54166666666667","88.54166666666667","80.90277777777777","80.90277777777777","80.90277777777777","90.625","90.625","90.625","84.02777777777777","84.02777777777777","84.02777777777777","77.43055555555556","77.43055555555556","77.43055555555556"
"63","80.20833333333333","80.20833333333333","80.20833333333333","86.80555555555556","86.80555555555556","86.80555555555556","81.59722222222223","81.59722222222223","81.59722222222223","70.83333333333333","70.83333333333333","70.83333333333333","81.94444444444444","81.94444444444444","81.94444444444444","80.55555555555556","80.55555555555556","80.55555555555556","93.05555555555556","93.05555555555556","93.05555555555556","85.76388888888889","85.76388888888889","85.76388888888889","87.5","87.5","87.5"
"64","88.54166666666667","88.54166666666667","88.54166666666667","88.88888888888889","88.88888888888889","88.88888888888889","87.15277777777777","87.15277777777777","87.15277777777777","76.73611111111111","76.73611111111111","76.73611111111111","79.51388888888889","79.51388888888889","79.51388888888889","85.76388888888889","85.76388888888889","85.76388888888889","86.45833333333333","86.45833333333333","86.45833333333333","82.29166666666667","82.29166666666667","82.29166666666667","88.88888888888889","88.88888888888889","88.88888888888889"
"65","89.58333333333333","89.58333333333333","89.58333333333333","88.54166666666667","88.54166666666667","88.54166666666667","87.84722222222223","87.84722222222223","87.84722222222223","74.30555555555556","74.30555555555556","74.30555555555556","80.55555555555556","80.55555555555556","80.55555555555556","80.90277777777777","80.90277777777777","80.90277777777777","91.66666666666667","91.66666666666667","91.66666666666667","82.29166666666667","82.29166666666667","82.29166666666667","84.375","84.375","84.375"
"66","85.06944444444444","85.06944444444444","85.06944444444444","81.94444444444444","81.94444444444444","81.94444444444444","84.02777777777777","84.02777777777777","84.02777777777777","74.65277777777777","74.65277777777777","74.65277777777777","87.84722222222223","87.84722222222223","87.84722222222223","84.02777777777777","84.02777777777777","84.02777777777777","90.625","90.625","90.625","82.29166666666667","82.29166666666667","82.29166666666667","86.80555555555556","86.80555555555556","86.80555555555556"
"67","87.84722222222223","87.84722222222223","87.84722222222223","90.625","90.625","90.625","84.72222222222223","84.72222222222223","84.72222222222223","79.86111111111111","79.86111111111111","79.86111111111111","90.27777777777777","90.27777777777777","90.27777777777777","84.375","84.375","84.375","91.31944444444444","91.31944444444444","91.31944444444444","89.58333333333333","89.58333333333333","89.58333333333333","84.72222222222223","84.72222222222223","84.72222222222223"
"68","85.76388888888889","85.76388888888889","85.76388888888889","87.5","87.5","87.5","84.02777777777777","84.02777777777777","84.02777777777777","81.25","81.25","81.25","89.23611111111111","89.23611111111111","89.23611111111111","82.63888888888889","82.63888888888889","82.63888888888889","92.36111111111111","92.36111111111111","92.36111111111111","90.27777777777777","90.27777777777777","90.27777777777777","83.33333333333333","83.33333333333333","83.33333333333333"
"69","84.72222222222223","84.72222222222223","84.72222222222223","79.51388888888889","79.51388888888889","79.51388888888889","87.15277777777777","87.15277777777777","87.15277777777777","77.43055555555556","77.43055555555556","77.43055555555556","90.97222222222223","90.97222222222223","90.97222222222223","65.625","65.625","65.625","92.01388888888889","92.01388888888889","92.01388888888889","90.27777777777777","90.27777777777777","90.27777777777777","86.45833333333333","86.45833333333333","86.45833333333333"
"70","89.23611111111111","89.23611111111111","89.23611111111111","74.30555555555556","74.30555555555556","74.30555555555556","85.06944444444444","85.06944444444444","85.06944444444444","76.04166666666667","76.04166666666667","76.04166666666667","84.72222222222223","84.72222222222223","84.72222222222223","73.61111111111111","73.61111111111111","73.61111111111111","89.58333333333333","89.58333333333333","89.58333333333333","86.11111111111111","86.11111111111111","86.11111111111111","87.5","87.5","87.5"
"71","87.5","87.5","87.5","92.01388888888889","92.01388888888889","92.01388888888889","84.02777777777777","84.02777777777777","84.02777777777777","67.01388888888889","67.01388888888889","67.01388888888889","83.33333333333333","83.33333333333333","83.33333333333333","65.625","65.625","65.625","90.625","90.625","90.625","79.51388888888889","79.51388888888889","79.51388888888889","84.375","84.375","84.375"
"72","91.66666666666667","91.66666666666667","91.66666666666667","88.19444444444444","88.19444444444444","88.19444444444444","87.15277777777777","87.15277777777777","87.15277777777777","84.375","84.375","84.375","83.68055555555556","83.68055555555556","83.68055555555556","82.98611111111111","82.98611111111111","82.98611111111111","84.72222222222223","84.72222222222223","84.72222222222223","90.625","90.625","90.625","87.5","87.5","87.5"
"73","85.06944444444444","85.06944444444444","85.06944444444444","92.01388888888889","92.01388888888889","92.01388888888889","89.93055555555556","89.93055555555556","89.93055555555556","82.63888888888889","82.63888888888889","82.63888888888889","85.06944444444444","85.06944444444444","85.06944444444444","78.125","78.125","78.125","91.66666666666667","91.66666666666667","91.66666666666667","85.06944444444444","85.06944444444444","85.06944444444444","88.54166666666667","88.54166666666667","88.54166666666667"
"74","89.93055555555556","89.93055555555556","89.93055555555556","81.25","81.25","81.25","91.31944444444444","91.31944444444444","91.31944444444444","77.77777777777777","77.77777777777777","77.77777777777777","88.19444444444444","88.19444444444444","88.19444444444444","86.80555555555556","86.80555555555556","86.80555555555556","93.05555555555556","93.05555555555556","93.05555555555556","86.45833333333333","86.45833333333333","86.45833333333333","90.625","90.625","90.625"
"75","93.40277777777777","93.40277777777777","93.40277777777777","93.05555555555556","93.05555555555556","93.05555555555556","88.88888888888889","88.88888888888889","88.88888888888889","82.63888888888889","82.63888888888889","82.63888888888889","88.88888888888889","88.88888888888889","88.88888888888889","84.375","84.375","84.375","94.79166666666667","94.79166666666667","94.79166666666667","81.94444444444444","81.94444444444444","81.94444444444444","88.19444444444444","88.19444444444444","88.19444444444444"
"76","89.58333333333333","89.58333333333333","89.58333333333333","82.63888888888889","82.63888888888889","82.63888888888889","89.58333333333333","89.58333333333333","89.58333333333333","75.34722222222223","75.34722222222223","75.34722222222223","86.80555555555556","86.80555555555556","86.80555555555556","84.375","84.375","84.375","93.05555555555556","93.05555555555556","93.05555555555556","","","","89.23611111111111","89.23611111111111","89.23611111111111"
"77","88.88888888888889","88.88888888888889","88.88888888888889","94.09722222222223","94.09722222222223","94.09722222222223","84.72222222222223","84.72222222222223","84.72222222222223","80.20833333333333","80.20833333333333","80.20833333333333","92.01388888888889","92.01388888888889","92.01388888888889","87.5","87.5","87.5","92.36111111111111","92.36111111111111","92.36111111111111","","","","87.5","87.5","87.5"
"78","92.01388888888889","92.01388888888889","92.01388888888889","92.01388888888889","92.01388888888889","92.01388888888889","89.23611111111111","89.23611111111111","89.23611111111111","80.55555555555556","80.55555555555556","80.55555555555556","86.11111111111111","86.11111111111111","86.11111111111111","85.41666666666667","85.41666666666667","85.41666666666667","93.75","93.75","93.75","","","","89.58333333333333","89.58333333333333","89.58333333333333"
"79","89.93055555555556","89.93055555555556","89.93055555555556","89.23611111111111","89.23611111111111","89.23611111111111","85.06944444444444","85.06944444444444","85.06944444444444","82.29166666666667","82.29166666666667","82.29166666666667","92.36111111111111","92.36111111111111","92.36111111111111","83.68055555555556","83.68055555555556","83.68055555555556","91.31944444444444","91.31944444444444","91.31944444444444","","","","90.625","90.625","90.625"
"80","90.27777777777777","90.27777777777777","90.27777777777777","89.23611111111111","89.23611111111111","89.23611111111111","88.54166666666667","88.54166666666667","88.54166666666667","83.33333333333333","83.33333333333333","83.33333333333333","92.70833333333333","92.70833333333333","92.70833333333333","84.02777777777777","84.02777777777777","84.02777777777777","90.27777777777777","90.27777777777777","90.27777777777777","","","","87.5","87.5","87.5"
"81","87.84722222222223","87.84722222222223","87.84722222222223","92.70833333333333","92.70833333333333","92.70833333333333","92.70833333333333","92.70833333333333","92.70833333333333","82.29166666666667","82.29166666666667","82.29166666666667","87.15277777777777","87.15277777777777","87.15277777777777","84.375","84.375","84.375","93.05555555555556","93.05555555555556","93.05555555555556","","","","91.66666666666667","91.66666666666667","91.66666666666667"
"82","88.54166666666667","88.54166666666667","88.54166666666667","93.75","93.75","93.75","86.11111111111111","86.11111111111111","86.11111111111111","71.875","71.875","71.875","89.58333333333333","89.58333333333333","89.58333333333333","85.41666666666667","85.41666666666667","85.41666666666667","94.44444444444444","94.44444444444444","94.44444444444444","","","","88.54166666666667","88.54166666666667","88.54166666666667"
"83","90.625","90.625","90.625","88.54166666666667","88.54166666666667","88.54166666666667","87.5","87.5","87.5","86.11111111111111","86.11111111111111","86.11111111111111","93.05555555555556","93.05555555555556","93.05555555555556","82.98611111111111","82.98611111111111","82.98611111111111","95.13888888888889","95.13888888888889","95.13888888888889","","","","93.05555555555556","93.05555555555556","93.05555555555556"
"84","93.75","93.75","93.75","87.84722222222223","87.84722222222223","87.84722222222223","90.625","90.625","90.625","73.95833333333333","73.95833333333333","73.95833333333333","90.97222222222223","90.97222222222223","90.97222222222223","87.5","87.5","87.5","94.79166666666667","94.79166666666667","94.79166666666667","","","","88.54166666666667","88.54166666666667","88.54166666666667"
"85","90.27777777777777","90.27777777777777","90.27777777777777","95.13888888888889","95.13888888888889","95.13888888888889","85.76388888888889","85.76388888888889","85.76388888888889","","","","88.88888888888889","88.88888888888889","88.88888888888889","82.98611111111111","82.98611111111111","82.98611111111111","93.75","93.75","93.75","","","","90.625","90.625","90.625"
